dam_code,dam_name,station_code,station_name,basin,latitude,longitude,observation_start_year,distance_km,rank_no,mapping_type,note
2002110,임하,8000098,임하댐하류수위,,,,,,112,OFFICIAL_API,K-water 수위 관측소 코드 조회 API에서 내려온 공식 연결 후보
2002110,임하,2002630,청송군(광덕교),낙동강,36.64638889,129.02611111,2004.0,,113,OFFICIAL_API,K-water 수위 관측소 코드 조회 API에서 내려온 공식 연결 후보
2002110,임하,2002650,청송군(덕천교),,,,,,114,OFFICIAL_API,K-water 수위 관측소 코드 조회 API에서 내려온 공식 연결 후보
2002110,임하,2002660,청송군(송강2교),,,,,,115,OFFICIAL_API,K-water 수위 관측소 코드 조회 API에서 내려온 공식 연결 후보
2002111,성덕,2002613,포항시(상사4교),낙동강,36.25083333,129.08861111,2005.0,9.64,1,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2002111,성덕,2002655,청송군(덕천교),낙동강,36.42833333,129.04388889,1987.0,14.80,2,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2002111,성덕,2012605,포항시(논골교),낙동강,36.13361111,129.08000000,2010.0,19.84,3,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2004101,영주,2001658,봉화군(양삼교),낙동강,36.76750000,128.88555556,2009.0,18.66,1,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2004101,영주,2001685,안동시(안동댐),낙동강,36.56888889,128.77500000,1978.0,27.06,2,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2004101,영주,2003610,안동시(안동대교),낙동강,36.55027778,128.69972222,1995.0,27.82,3,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2008101,군위,2008621,군위군(화수교),낙동강,36.12638889,128.75416667,2010.0,9.38,1,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
2008101,군위,2008605,군위군(동곡교),낙동강,36.16138889,128.82305556,2010.0,16.21,2,DISTANCE_CANDIDATE,거리 기반 후보입니다. 공식 하류 대표 관측소 여부는 추가 확인 필요
